metabolite	HMDB_ID	reaction	gene	direction
Coenzyme A	HMDB0001423	Chenodeoxycholic acid + Coenzyme A → Chenodeoxycholoyl-CoA + Water	ACOT8[Enzyme]	substrate
Coenzyme A	HMDB0001423	Chenodeoxycholoyl-CoA + Adenosine monophosphate + Pyrophosphate → Chenodeoxycholic acid + Coenzyme A + Adenosine triphosphate	SLC27A5[Enzyme]	product
Coenzyme A	HMDB0001423	Chenodeoxycholoyl-CoA + Glycine → Chenodeoxycholic acid glycine conjugate + Coenzyme A	BAAT[Enzyme]	product
Coenzyme A	HMDB0001423	Chenodeoxycholoyl-CoA + Taurine → Taurochenodesoxycholic acid + Coenzyme A	BAAT[Enzyme]	product
Coenzyme A	HMDB0001423	Choloyl-CoA + Glycine → Coenzyme A + Glycocholic acid	BAAT[Enzyme]	product
Coenzyme A	HMDB0001423	Choloyl-CoA + Taurine → Coenzyme A + Taurocholic acid	BAAT[Enzyme]	product
Coenzyme A	HMDB0001423	Choloyl-CoA + Water → Cholic acid + Coenzyme A	ACOT8[Enzyme]	product
Coenzyme A	HMDB0001423	Citric acid + Coenzyme A → Acetyl-CoA + Water + Oxalacetic acid	CS[Enzyme]	substrate
Coenzyme A	HMDB0001423	Coenzyme A + Apo-[acyl-carrier-protein] → Adenosine 3&#39;,5&#39;-diphosphate + Acyl-carrier protein	AASDHPPT[Enzyme]	substrate
Coenzyme A	HMDB0001423	Coenzyme A + NAD + Pyruvic acid → Carbon dioxide + Hydrogen Ion + NADH + Acetyl-CoA	PDHA1[Enzyme]; DLD[Unknown]; DLAT[Enzyme]	substrate
Coenzyme A	HMDB0001423	Coprocholic acid + Adenosine triphosphate + Coenzyme A → (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA + Adenosine monophosphate + Pyrophosphate	SLC27A5[Enzyme]	substrate
Coenzyme A	HMDB0001423	Decanoyl-CoA (n-C10:0CoA) + Acetyl-CoA → Coenzyme A + 3-Oxododecanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Dihomo-gamma-linolenyl coenzyme A + Water → Coenzyme A + Dihomo-gamma-linolenic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Docosa-4,7,10,13,16-pentaenoyl CoA + Acetyl-CoA → Coenzyme A + (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapenta-6,9,12,15,18-enoyl-CoA	ACAA1[Enzyme]	product
Coenzyme A	HMDB0001423	Eicosanoyl-CoA + Water → Coenzyme A + Arachidic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Gamma-linolenoyl-CoA + Water → Coenzyme A + gamma-Linolenic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Glutaryl-CoA + Enzyme N6-(dihydrolipoyl)lysine → Coenzyme A + [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine	DLST[Enzyme]	product
Coenzyme A	HMDB0001423	Guanosine triphosphate + Succinic acid + Coenzyme A → Guanosine diphosphate + Phosphate + Succinyl-CoA	SUCLG1[Unknown]; SUCLG2[Unknown]; SUCLA2[Unknown]	substrate
Coenzyme A	HMDB0001423	Hexanoyl-CoA + Acetyl-CoA → Coenzyme A + 3-Oxooctanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Hydroxypropionic acid + Coenzyme A → 3-Hydroxypropionyl-CoA + Water	HIBCH[Enzyme]	substrate
Coenzyme A	HMDB0001423	Inosine triphosphate + Succinic acid + Coenzyme A → IDP + Phosphate + Succinyl-CoA	SUCLG1[Unknown]; SUCLG2[Unknown]; SUCLA2[Unknown]	substrate
Coenzyme A	HMDB0001423	Isobutyryl-CoA + enzyme N(6)-(dihydrolipoyl)lysine → Coenzyme A + enzyme N(6)-(S-(2-methylpropanoyl)dihydrolipoyl)lysine	DBT[Enzyme]	product
Coenzyme A	HMDB0001423	Lauroyl-CoA + Acetyl-CoA → Coenzyme A + 3-Oxotetradecanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Linoleoyl-CoA + Water → Coenzyme A + Linoleic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Malonic semialdehyde + Coenzyme A + NAD → Acetyl-CoA + Carbon dioxide + NADH + Hydrogen Ion	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	Malonic semialdehyde + Coenzyme A + NAD(P)(+) → Acetyl-CoA + CO(2) + NAD(P)H	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	Malonic semialdehyde + Coenzyme A + NADP → Acetyl-CoA + Carbon dioxide + NADPH + Hydrogen Ion	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	Malonic semialdehyde + Coenzyme A + NADP → Malonyl-CoA + NADPH + Hydrogen Ion	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	Malonyl-CoA + Acyl-CoA → 3-Oxoacyl-CoA + Coenzyme A + Carbon dioxide	ELOVL4[Enzyme]; ELOVL2[Unknown]; ELOVL1[Unknown]; ELOVL3[Unknown]; ELOVL5[Unknown]; ELOVL6[Unknown]; ELOVL7[Unknown]	product
Coenzyme A	HMDB0001423	Malonyl-CoA + Acyl-carrier protein → Coenzyme A + Malonyl-[acyl-carrier protein]	FASN[Enzyme]; MCAT[Enzyme]	product
Coenzyme A	HMDB0001423	Malonyl-CoA + [acyl-carrier-protein] → Coenzyme A + malonyl-[acyl-carrier-protein]	FASN[Enzyme]; MCAT[Enzyme]	product
Coenzyme A	HMDB0001423	Malonyl-CoA + hexadecanoyl-CoA → 3-Oxooctadecanoyl-CoA + Coenzyme A + Carbon dioxide	ELOVL6[Unknown]	product
Coenzyme A	HMDB0001423	Mevalonic acid + Coenzyme A + NADP → 3-Hydroxy-3-methylglutaryl-CoA + NADPH	HMGCR[Enzyme]	substrate
Coenzyme A	HMDB0001423	Mevalonic acid + Coenzyme A + NADP → 3-Hydroxy-3-methylglutaryl-CoA + NADPH + Hydrogen Ion	HMGCR[Enzyme]	substrate
Coenzyme A	HMDB0001423	OPC4-CoA + Acetyl-CoA → Coenzyme A + 3-Oxo-OPC6-CoA	ACAA1[Enzyme]	product
Coenzyme A	HMDB0001423	OPC6-CoA + Acetyl-CoA → Coenzyme A + 3-Oxo-OPC8-CoA	ACAA1[Enzyme]	product
Coenzyme A	HMDB0001423	Octanoyl-CoA + Acetyl-CoA → Coenzyme A + 3-Oxodecanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Octanoyl-CoA + L-Carnitine → Coenzyme A + L-Octanoylcarnitine	CROT[Enzyme]	product
Coenzyme A	HMDB0001423	Oleoyl-CoA + Water → Coenzyme A + Oleic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Oxoadipic acid + Coenzyme A + NAD → Glutaryl-CoA + Carbon dioxide + NADH + Hydrogen Ion	OGDH[Enzyme]; OGDHL[Enzyme]	substrate
Coenzyme A	HMDB0001423	Palmitaldehyde + Coenzyme A + NADP → hexadecanoyl-CoA + NADPH	FAR1[Enzyme]; FAR2[Enzyme]	substrate
Coenzyme A	HMDB0001423	Palmityl-CoA + L-Carnitine → Coenzyme A + Palmitoylcarnitine	CPT1A[Enzyme]; CPT2[Enzyme]	product
Coenzyme A	HMDB0001423	Phenylacetyl-CoA + Glycine → Phenylacetylglycine + Coenzyme A	GLYAT[Enzyme]	product
Coenzyme A	HMDB0001423	Phosphatidate + Coenzyme A → 1-Acyl-sn-glycerol 3-phosphate + Acyl-CoA	AGPAT3[Enzyme]; AGPAT2[Enzyme]; AGPAT1[Enzyme]; AGPAT4[Enzyme]; LCLAT1[Enzyme]	substrate
Coenzyme A	HMDB0001423	Phosphatidylethanolamine + Coenzyme A → 1-Acyl-sn-glycero-3-phosphoethanolamine + Acyl-CoA	LPCAT3[Enzyme]	substrate
Coenzyme A	HMDB0001423	Propinol adenylate + Coenzyme A → Adenosine monophosphate + Propionyl-CoA	ACSS2[Enzyme]; ACSS1[Enzyme]; ACSS3[Unknown]	substrate
Coenzyme A	HMDB0001423	Propionyl-CoA + Acetyl-CoA → Coenzyme A + 2-Methylacetoacetyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Propionyl-CoA + Chenodeoxycholoyl-CoA → Coenzyme A + 3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA	SCP2[Enzyme]	product
Coenzyme A	HMDB0001423	Propionyl-CoA + Chenodeoxycholoyl-CoA → Coenzyme A + 3a,7a-Dihydroxy-5b-cholestanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Propionyl-CoA + Choloyl-CoA → Coenzyme A + 3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA	SCP2[Enzyme]	product
Coenzyme A	HMDB0001423	Propionyl-CoA + Water → Long-chain fatty acid + Coenzyme A	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Stearoyl-CoA + Water → Coenzyme A + Stearic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Succinyl-CoA + Acetyl-CoA → Coenzyme A + 3-Oxoadipyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine → Coenzyme A + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine	DLST[Enzyme]	product
Coenzyme A	HMDB0001423	Succinyl-CoA + Glycine → 5-Aminolevulinic acid + Coenzyme A + CO(2)	ALAS2[Unknown]; ALAS1[Unknown]	product
Coenzyme A	HMDB0001423	Succinyl-CoA + Glycine → 5-Aminolevulinic acid + Coenzyme A + Carbon dioxide	ALAS2[Unknown]; ALAS1[Unknown]	product
Coenzyme A	HMDB0001423	Succinyl-CoA + enzyme N(6)-(dihydrolipoyl)lysine → Coenzyme A + enzyme N(6)-(S-succinyldihydrolipoyl)lysine	DLST[Enzyme]	product
Coenzyme A	HMDB0001423	Tetradecanoyl-CoA + Acetyl-CoA → Coenzyme A + 3-Oxohexadecanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Tetradecanoyl-CoA + glycylpeptide → Coenzyme A + N-tetradecanoylglycylpeptide	NMT1[Enzyme]; NMT2[Enzyme]	product
Coenzyme A	HMDB0001423	Triacylglycerol + Coenzyme A → 1,2-Diacyl-sn-glycerol + Acyl-CoA	DGAT1[Enzyme]; DGAT2[Enzyme]; MOGAT3[Enzyme]	substrate
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + 11-cis-Retinol → Coenzyme A + 11-cis-Retinyl palmitate	DGAT1[Enzyme]	product
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + L-Carnitine → Coenzyme A + L-Palmitoylcarnitine	CPT1B[Enzyme]; CPT1C[Enzyme]	product
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + L-Serine → 3-Dehydrosphinganine + Coenzyme A + Carbon dioxide	SPTLC1[Enzyme]; SPTLC2[Enzyme]; SPTLC3[Enzyme]	product
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + L-Serine → Coenzyme A + 3-Dehydrosphinganine + CO(2)	SPTLC1[Enzyme]; SPTLC2[Enzyme]; SPTLC3[Enzyme]	product
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + Vitamin A → Coenzyme A + Retinyl palmitate	DGAT1[Enzyme]; AWAT2[Enzyme]	product
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + Water → Coenzyme A + Palmitic acid	BAAT[Enzyme]; ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; PPT1[Enzyme]; PPT2[Enzyme]; ACOT1[Enzyme]; ACOT7L[Enzyme]; THEM5[Unknown]; THEM4[Unknown]	product
Coenzyme A	HMDB0001423	hexadecanoyl-CoA + protein-cysteine → S-palmitoyl protein + Coenzyme A	ZDHHC11[Unknown]; ZDHHC12[Unknown]; ZDHHC13[Unknown]; ZDHHC14[Unknown]; ZDHHC15[Unknown]; ZDHHC16[Unknown]; ZDHHC17[Unknown]; ZDHHC18[Unknown]; ZDHHC19[Unknown]; ZDHHC20[Unknown]; ZDHHC21[Unknown]; ZDHHC22[Unknown]; ZDHHC23[Unknown]; ZDHHC24[Unknown]; ZDHHC1[Unknown]; ZDHHC2[Unknown]; ZDHHC3[Unknown]; ZDHHC4[Unknown]; ZDHHC5[Unknown]; ZDHHC6[Unknown]; ZDHHC7[Unknown]; ZDHHC8[Unknown]; ZDHHC9[Unknown]; ZDHHC11B[Unknown]	product
Coenzyme Q10	HMDB0001072	NADH + Coenzyme Q10 → NAD + QH(2)	MT-ND1[Unknown]; NDUFS2[Unknown]; MT-ND4L[Unknown]; MT-ND5[Unknown]; NDUFS3[Unknown]; NDUFV2[Unknown]; NDUFS8[Unknown]; MT-ND2[Unknown]; NDUFS1[Unknown]; MT-ND4[Unknown]; NDUFS7[Unknown]; MT-ND3[Unknown]; NDUFV1[Unknown]; MT-ND6[Unknown]	substrate
Coenzyme Q10	HMDB0001072	Reduced electron-transferring flavoprotein + Coenzyme Q10 → electron-transferring flavoprotein + QH(2)	ETFDH[Unknown]	substrate
Coenzyme Q10	HMDB0001072	Succinic acid + Coenzyme Q10 → Fumaric acid + QH(2)	SDHA[Unknown]; SDHB[Unknown]	substrate
Coprocholic acid	HMDB0000601	3a,7a,12a-Trihydroxy-5b-cholestan-26-al + NADPH + Oxygen + Hydrogen Ion → Coprocholic acid + NADP + Water	CYP27A1[Unknown]	product
Coprocholic acid	HMDB0000601	5beta-Cholestane-3alpha,7alpha,12alpha-triol + NADPH + Oxygen → Coprocholic acid + NADP + Water	CYP27A1[Unknown]	product
Coprocholic acid	HMDB0000601	Adenosine triphosphate + Coprocholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + (25R)-3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA	SLC27A5[Enzyme]	substrate
Coprocholic acid	HMDB0000601	Adenosine triphosphate + Coprocholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + 3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA	SLC27A5[Enzyme]	substrate
Coprocholic acid	HMDB0000601	Coprocholic acid + Adenosine triphosphate + Coenzyme A → (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA + Adenosine monophosphate + Pyrophosphate	SLC27A5[Enzyme]	substrate
Coproporphyrinogen I	HMDB0002158	Uroporphyrinogen I → Coproporphyrinogen I + Carbon dioxide	UROD[Unknown]	product
Coproporphyrinogen III	HMDB0001261	Coproporphyrinogen III + Oxygen + Hydrogen Ion → Protoporphyrinogen IX + CO(2) + Water	CPOX[Unknown]	substrate
Coproporphyrinogen III	HMDB0001261	Coproporphyrinogen III + Oxygen → Protoporphyrinogen IX + Carbon dioxide + Water	CPOX[Unknown]	substrate
Coproporphyrinogen III	HMDB0001261	Uroporphyrinogen III → Coproporphyrinogen III + CO(2)	UROD[Unknown]	product
Coproporphyrinogen III	HMDB0001261	Uroporphyrinogen III → Coproporphyrinogen III + Carbon dioxide	UROD[Unknown]	product
Cortexolone	HMDB0000015	17-Hydroxyprogesterone + Reduced acceptor + Oxygen → Cortexolone + Acceptor + Water	CYP21A2[Unknown]	product
Cortexolone	HMDB0000015	Cortexolone + Hydrogen Ion + NADH → 17alpha,21-Dihydroxypregnenolone + NAD	HSD3B1[Unknown]; HSD3B2[Unknown]	substrate
Cortexolone	HMDB0000015	Cortexolone + Reduced ferredoxin + Oxygen → Cortisol + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	substrate
Corticosterone	HMDB0001547	11b-Hydroxyprogesterone + Reduced acceptor + Oxygen → Corticosterone + Acceptor + Water	CYP21A2[Unknown]	product
Corticosterone	HMDB0001547	Corticosterone + NADP → 11-Dehydrocorticosterone + NADPH + Hydrogen Ion	HSD11B1[Enzyme]	substrate
Corticosterone	HMDB0001547	Corticosterone + Reduced adrenal ferredoxin + Oxygen → 18-Hydroxycorticosterone + Oxidized adrenal ferredoxin + Water	CYP11B2[Unknown]	substrate
Corticosterone	HMDB0001547	Corticosterone + reduced adrenal ferredoxin + Oxygen → 18-Hydroxycorticosterone + oxidized adrenal ferredoxin + Water	CYP11B2[Unknown]	substrate
Corticosterone	HMDB0001547	Deoxycorticosterone + Reduced ferredoxin + Oxygen → Corticosterone + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	product
Cortisol	HMDB0000063	21-Deoxycortisol + Reduced acceptor + Oxygen → Cortisol + Acceptor + Water	CYP21A2[Unknown]	product
Cortisol	HMDB0000063	Cortexolone + Reduced ferredoxin + Oxygen → Cortisol + Oxidized ferredoxin + Water	CYP11B1[Unknown]; CYP11B2[Unknown]	product
Cortisol	HMDB0000063	Cortisol + Hydrogen Ion + NADH → 11b,17a,21-Trihydroxypreg-nenolone + NAD	HSD3B1[Unknown]; HSD3B2[Unknown]	substrate
Cortisol	HMDB0000063	Cortisol + NADP → Cortisone + NADPH + Hydrogen Ion	HSD11B1[Enzyme]	substrate
Cortisol	HMDB0000063	Dihydrocortisol + NADP → Cortisol + NADPH + Hydrogen Ion	AKR1D1[Enzyme]	product
Cortisone	HMDB0002802	17a,21-Dihydroxy-5b-pregnane-3,11,20-trione + NADP → Cortisone	AKR1D1[Enzyme]	product
Cortisone	HMDB0002802	17a,21-Dihydroxy-5b-pregnane-3,11,20-trione + NADP → Cortisone + NADPH + Hydrogen Ion	AKR1D1[Enzyme]	product
Cortisone	HMDB0002802	Cortisol + NADP → Cortisone + NADPH + Hydrogen Ion	HSD11B1[Enzyme]	product
Creatine	HMDB0000064	Adenosine triphosphate + Creatine → ADP + Phosphocreatine	CKMT2[Enzyme]; CKB[Enzyme]; CKMT1A[Enzyme]; CKM[Enzyme]	substrate
Creatine	HMDB0000064	S-Adenosylmethionine + Guanidoacetic acid → S-Adenosylhomocysteine + Creatine	GAMT[Unknown]	product
Crotonoyl-CoA	HMDB0002009	3-Hydroxybutyryl-CoA → Crotonoyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	product
Crotonoyl-CoA	HMDB0002009	Butyryl-CoA + FAD → FADH + Crotonoyl-CoA	ACADS[Unknown]; ACADM[Unknown]; ACOX1[Unknown]; ACOX3[Unknown]; ACADSB[Unknown]	product
Crotonoyl-CoA	HMDB0002009	Butyryl-CoA + NAD → Crotonoyl-CoA + NADH + Hydrogen Ion	ACADS[Unknown]	product
Crotonoyl-CoA	HMDB0002009	Butyryl-CoA + electron-transfer flavoprotein → Crotonoyl-CoA + reduced electron-transfer flavoprotein	ACADS[Unknown]	product
Crotonoyl-CoA	HMDB0002009	Crotonoyl-CoA + Water → 3-Hydroxybutyryl-CoA	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	substrate
Crotonoyl-CoA	HMDB0002009	Glutaryl-CoA + Electron-transferring flavoprotein → Crotonoyl-CoA + Reduced electron-transferring flavoprotein + Carbon dioxide	GCDH[Unknown]	product
Crotonoyl-CoA	HMDB0002009	Glutaryl-CoA + FAD → FADH + Crotonoyl-CoA + Carbon dioxide	GCDH[Unknown]	product
Crotonoyl-CoA	HMDB0002009	Glutaryl-CoA + electron-transfer flavoprotein → Crotonoyl-CoA + CO(2) + reduced electron-transfer flavoprotein	GCDH[Unknown]	product
Cyclic AMP	HMDB0000058	Adenosine triphosphate → Cyclic AMP + Pyrophosphate	ADCY7[Unknown]; ADCY4[Unknown]; ADCY6[Unknown]; ADCY5[Unknown]; ADCY8[Unknown]; ADCY9[Unknown]; ADCY3[Unknown]; ADCY1[Unknown]; ADCY2[Unknown]; ADCY10[Unknown]	product
Cyclic AMP	HMDB0000058	Cyclic AMP + Water → Adenosine monophosphate	PDE1A[Unknown]; PDE8A[Unknown]; PDE1B[Enzyme]; PDE3B[Enzyme]; PDE7A[Unknown]; PDE3A[Unknown]; PDE10A[Unknown]; PDE1C[Unknown]; PDE4B[Unknown]; PDE7B[Unknown]; PDE2A[Unknown]; PDE8B[Unknown]; PDE4C[Unknown]; PDE4D[Unknown]; PDE4A[Unknown]; PDE11A[Unknown]	substrate
Cyclic GMP	HMDB0001314	Cyclic GMP + Water → Guanosine monophosphate	PDE1A[Unknown]; PDE8A[Unknown]; PDE1B[Enzyme]; PDE3B[Enzyme]; PDE6C[Enzyme]; PDE7A[Unknown]; PDE3A[Unknown]; PDE10A[Unknown]; PDE1C[Unknown]; PDE4B[Unknown]; PDE7B[Unknown]; PDE9A[Unknown]; PDE2A[Unknown]; PDE6A[Enzyme]; PDE8B[Unknown]; PDE4C[Unknown]; PDE6B[Enzyme]; PDE4D[Unknown]; PDE4A[Unknown]; PDE5A[Unknown]; PDE11A[Unknown]	substrate
Cyclic GMP	HMDB0001314	Guanosine triphosphate → Cyclic GMP + Pyrophosphate	ADCY7[Unknown]; ADCY4[Unknown]; ADCY6[Unknown]; ADCY5[Unknown]; ADCY8[Unknown]; ADCY9[Unknown]; ADCY3[Unknown]; ADCY1[Unknown]; ADCY2[Unknown]; NPR2[Unknown]; GUCY1B3[Unknown]; GUCY2D[Unknown]; GUCY1A3[Unknown]; NPR1[Unknown]; GUCY2C[Unknown]; GUCY1A2[Unknown]; GUCY2F[Unknown]; GUCY1B2[Unknown]; ADCY10[Unknown]	product
Cysteamine	HMDB0002991	Cysteamine + Oxygen → Hypotaurine	ADO[Unknown]	substrate
Cysteamine	HMDB0002991	Pantetheine + Water → Pantothenic acid + Cysteamine	VNN1[Enzyme]; VNN2[Unknown]; VNN3[Unknown]	product
Cysteic acid	HMDB0002757	Cysteic acid + Oxoglutaric acid → 3-Sulfopyruvic acid + L-Glutamic acid	GOT1[Enzyme]; GOT2[Enzyme]	substrate
Cysteic acid	HMDB0002757	Cysteic acid → Taurine + Carbon dioxide	GAD2[Enzyme]; GAD1[Enzyme]; CSAD[Enzyme]	substrate
Cysteinylglycine	HMDB0000078	Cysteinylglycine + Water → L-Cysteine + Glycine	ANPEP[Unknown]; LAP3[Unknown]	substrate
Cysteinylglycine	HMDB0000078	Glutathione + L-Amino acid → Cysteinylglycine + (5-L-Glutamyl)-L-amino acid	GGT1[Enzyme]; GGT7[Enzyme]; GGT6[Enzyme]; GGT5[Enzyme]	product
Cysteinylglycine	HMDB0000078	Glutathione + Water → Cysteinylglycine + L-Glutamic acid	GGT1[Enzyme]; GGT7[Enzyme]; GGT6[Enzyme]; GGT5[Enzyme]; GGT2[Unknown]; GGT3P[Unknown]	product
Cytidine	HMDB0000089	Adenosine triphosphate + Cytidine → ADP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	Cytidine + Water → Uridine + Ammonia	CDA[Unknown]; APOBEC3H[Enzyme]; APOBEC3A[Unknown]; APOBEC3B[Unknown]; APOBEC3C[Unknown]; APOBEC3D[Unknown]; APOBEC3F[Unknown]; AICDA[Unknown]	substrate
Cytidine	HMDB0000089	Cytidine monophosphate + Water → Cytidine + Phosphate	NT5E[Unknown]; NT5C1B[Unknown]; NT5C1A[Unknown]; NT5C[Unknown]; NT5M[Unknown]; NT5C3[Enzyme]; NT5C2[Unknown]	product
Cytidine	HMDB0000089	Deoxyadenosine triphosphate + Cytidine → dADP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	Deoxyuridine triphosphate + Cytidine → dUDP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	Guanosine triphosphate + Cytidine → Guanosine diphosphate + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	Inosine triphosphate + Cytidine → IDP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	Thymidine 5&#39;-triphosphate + Cytidine → dTDP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	Uridine triphosphate + Cytidine → Uridine 5&#39;-diphosphate + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	dCTP + Cytidine → dCDP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine	HMDB0000089	dGTP + Cytidine → dGDP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	substrate
Cytidine monophosphate	HMDB0000095	1-Alkyl-2-acylglycerol + Citicoline → 1-Radyl-2-acyl-sn-glycero-3-phosphocholine + Cytidine monophosphate	CHPT1[Unknown]; CEPT1[Unknown]	product
Cytidine monophosphate	HMDB0000095	Adenosine triphosphate + Cytidine monophosphate → ADP + CDP	CMPK1[Unknown]; CMPK2[Enzyme]	substrate
Cytidine monophosphate	HMDB0000095	Adenosine triphosphate + Cytidine → ADP + Cytidine monophosphate	UCK1[Unknown]; UCK2[Unknown]; UCKL1[Enzyme]	product
Cytidine monophosphate	HMDB0000095	CDP + Water → Cytidine monophosphate + Phosphate	ENTPD1[Unknown]; ENTPD3[Unknown]; ENTPD8[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-diacylglycerol + Glycerol 3-phosphate → Cytidine monophosphate + 3(3-sn-phosphatidyl)-sn-glycerol 1-phosphate	PGS1[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-diacylglycerol + Glycerol 3-phosphate → Cytidine monophosphate + Phosphatidylglycerophosphate	PGS1[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-diacylglycerol + myo-Inositol → Cytidine monophosphate + 1-Phosphatidyl-D-myo-inositol	CDIPT[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-diacylglycerol + myo-Inositol → Cytidine monophosphate + phosphatidyl-1D-myo-inositol	CDIPT[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-ethanolamine + 1,2-Diacyl-sn-glycerol → Cytidine monophosphate + Phosphatidylethanolamine	CEPT1[Unknown]; EPT1[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-ethanolamine + 1,2-diacylglycerol → Cytidine monophosphate + a phosphatidylethanolamine	CEPT1[Unknown]; EPT1[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-ethanolamine + 1-Alkyl-2-acylglycerol → Cytidine monophosphate + 1-Alkyl-2-acylglycerophosphoethanolamine	CEPT1[Unknown]; EPT1[Unknown]	product
Cytidine monophosphate	HMDB0000095	CDP-glycerol + Water → Cytidine monophosphate + Glycerol 3-phosphate	ADPRM[Unknown]	product
