HMDB_ID	Secondary_HMDB_ID	Kegg_ID	metabolite	synonyms_name	Organ and components	Cell and elements	Tissue and substructures	Biofluid and excreta	Subcellular	kingdom	super_class	sub_class	class	associated_gene	Software_Predicted	BioLocation_Summary
HMDB0001161	HMDB01161	C01181	4-Trimethylammoniobutanoic acid	3-Dehydroxycarnitine; 4-(N-Trimethylamino)butyrate; 4-(Trimethylamino)butanoate; 4-Butyrobetaine; Actinine; Butyrobetaine; Deoxycarnitine; gamma-Butyrobetain; gamma-Butyrobetaine; 4-(N-Trimethylamino)butyric acid; 4-(Trimethylamino)butanoic acid; g-Butyrobetain; Γ-butyrobetain; g-Butyrobetaine; Γ-butyrobetaine; 4-Trimethylammoniobutanoate; Deoxy-carnitine; 4-Trimethylaminobutyrate; 4-N-Trimethylammonium butyrate; 4-Trimethylammoniobutanoic acid	Liver | Kidney : Kidneys	Extracellular : Extracellular region	Placenta	Urine | Feces : Fecal - Stool - Faecal - Faeces | Saliva | Blood	Cytoplasm : Cytoplasma | Membrane | Cell membrane : Cellular membrane | Adiposome : Lipid droplet - Lipid body - Lipid particle | Mitochondria	Organic compounds	Lipids and lipid-like molecules	Fatty acids and conjugates	Fatty Acyls	ALDH9A1; ALDH7A1; ALDH1A3; ALDH2; ALDH3A2; ALDH1B1; BBOX1	Compass	Extracellular | Blood
HMDB0000288	HMDB00288	C00105	Uridine 5'-monophosphate	5'-UMP; 5'Uridylic acid; pU; UMP; Uridine 5'-(dihydrogen phosphate); Uridine 5'-phosphate; Uridine 5'-phosphoric acid; Uridine monophosphate; URIDINE-5'-monophosphATE; Uridylate; Uridylic acid; 5'Uridylate; Uridine 5'-(dihydrogen phosphoric acid); Uridine monophosphoric acid; URIDINE-5'-monophosphoric acid; Uridine 5'-monophosphoric acid; Uridine 5'-phosphorate; Uridine mono(dihydrogen phosphate); Uridine phosphate; Acids, uridylic; monoPhosphate, uridine; 5'-monoPhosphate, uridine; Uridylic acids; Acid, uridylic; Uridine 5' monophosphate		Extracellular : Extracellular region	Placenta	Saliva | Blood	Cytoplasm : Cytoplasma | Mitochondria | Nucleus : Cell nucleus - Nucleic | Lysosome | Endoplasmic reticulum : Er | Golgi : Golgi apparatus - Golgi complex - Golgi ribbon	Organic compounds	Nucleosides, nucleotides, and analogues	Pyrimidine ribonucleotides	Pyrimidine nucleotides	NT5E; CMPK1; NT5C1B; NT5C1A; NT5C; NT5M; ENTPD1; CANT1; ENTPD3; UCK1; ENPP1; ENPP3; B4GALT1; ITPA; NUDT2; ENTPD4; ENTPD6; ENTPD5; UMPS; DPAGT1; NUDT14; UCK2; NT5C3; ENTPD4; NT5C2; CMPK2; UCKL1; ENTPD8; ISG20; GNPTAB; UPRT	scFEA;Compass	Extracellular | Blood
HMDB0001565	HMDB01565	C00588	Phosphorylcholine	Choline phosphate; CHOP; N-Trimethyl-2-aminoethylphosphonate; O-Phosphocholine; Phosphoryl-choline; Trimethyl(2-(phosphonooxy)ethyl)ammonium; Phosphocholine; Choline phosphoric acid; N-Trimethyl-2-aminoethylphosphonic acid; Chloride, phosphorylcholine; Phosphate, choline; Phosphorylcholine chloride; Phosphate chloride, choline; Chloride, choline phosphate; Choline chloride dihydrogen phosphate; Choline phosphate chloride	Intestine | Brain | Liver | Kidney : Kidneys	Cell | Element	Placenta | Epidermis	Saliva | Urine | Blood | Breast milk | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Organic nitrogen compounds	Quaternary ammonium salts	Organonitrogen compounds	PCYT1B; PCYT1A; SMPD1; CHKB; CHKA; ENPP7; SMPD2; CRP; PHOSPHO1; SMPD3; SMPD4; ELSPBP1; ENPP6; ADPRM	Compass	Blood | Cerebrospinal fluid
HMDB0000712	HMDB00712		Hexadecanedioic acid mono-L-carnitine ester	(15-Carboxypentadecanoyl)carnitine; 3-[(15-Carboxypentadecanoyl)oxy]-4-(trimethylammonio)butanoate; 3-[(15-Carboxypentadecanoyl)oxy]-4-(trimethylammonio)butanoic acid; Hexadecanedioate mono-L-carnitine ester; (R)-3-Carboxy-2-[(15-carboxy-1-oxopentadecyl)oxy]-N,N,N-trimethyl-1-propanaminium inner salt; Hexadecanedioate; Hexadecanedioic acid	Liver	Extracellular : Extracellular region		Urine | Blood	Membrane | Mitochondria | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Fatty acid esters	Fatty Acyls		Compass	Extracellular | Blood
HMDB0001220	HMDB01220	C00584	Prostaglandin E2	(15S)-Prostaglandin e2; (5Z,11alpha,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oic acid; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (e,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid; (Z)-7-((1R,2R,3R)-3-Hydroxy-2-((S,e)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid; Dinoproston; Dinoprostona; Dinoprostone; Dinoprostonum; PGE2; Prepidil; Propess; Prostin e2; Cervidil; (5Z,11a,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oate; (5Z,11a,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oic acid; (5Z,11alpha,13E,15S)-11,15-Dihydroxy-9-oxoprosta-5,13-dien-1-Oate; (5Z,11Α,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-Oate; (5Z,11Α,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-Oic acid; (5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprost-13-enoate; (5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprost-13-enoic acid; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoic acid; (5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprost-13-enoate; (5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprost-13-enoic acid; (5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11a,15-Dihydroxy-9-oxoprosta-5,13-dienoic acid; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoic acid; (5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11Α,15-dihydroxy-9-oxoprosta-5,13-dienoic acid; (e,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoate; (Z)-7-((1R,2R,3R)-3-Hydroxy-2-((S,e)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoate; (-)-Prostaglandin e2; (5Z,13E,15S)-11-alpha,15-Dihydroxy-9-oxoprost-5,13-dienoate; (5Z,13E,15S)-11-alpha,15-Dihydroxy-9-oxoprost-5,13-dienoic acid; 5-trans-PGE2; Glandin; L-Prostaglandin e2; Minprositin e2; Minprostin e2; Prostaglandin e; Prostaglandin e2alpha; Prostarmon e; Prostin; e2, Prostaglandin; Prepidil gel; alpha, Prostaglandin e2; e2 alpha, Prostaglandin; e2alpha, Prostaglandin; alpha, PGE2; Prostenon; Gel, prepidil; PGE2 alpha; PGE2alpha; Prostaglandin e2 alpha	Brain | Skin	Extracellular : Extracellular region | Cell	Placenta	Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma | Membrane | Endoplasmic reticulum : Er | Cell membrane : Cellular membrane | Mitochondria	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls	CBR1; CBR3; HPGD; PTGES; SLCO1B1; PTGER1; PTGER4; PTGES2; PTGER3; PTGER2; SLC22A7; PTGES3; CELF2	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0013039	HMDB13039		Prostaglandin G1	(9S)-Hydroperoxy-(5Z,7E,11Z,14Z)-eicosatetraenoate; (9S)-Hydroperoxy-(5Z,7E,11Z,14Z)-eicosatetraenoic acid; 9alpha, 11alpha-Epidioxy-15(S)-hydroperoxy-13-trans-prostenoate; 9alpha, 11alpha-Epidioxy-15(S)-hydroperoxy-13-trans-prostenoic acid; 9S-HPETE; PGG(,1); 7-[(1S,4R,5S,6S)-6-[(1E,3S)-3-Hydroperoxyoct-1-en-1-yl]-2,3-dioxabicyclo[2.2.1]heptan-5-yl]heptanoate		Extracellular : Extracellular region		Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls		Compass	Extracellular
HMDB0002014	HMDB02014		cis-5-Tetradecenoylcarnitine	3-[(5Z)-Tetradec-5-enoyloxy]-4-(trimethylammonio)butanoate; 3-[(5Z)-Tetradec-5-enoyloxy]-4-(trimethylammonio)butanoic acid; cis-5-Tetradecenoylcarnitine		Extracellular : Extracellular region		Urine | Blood	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Fatty acid esters	Fatty Acyls		Compass	Extracellular | Blood
HMDB0000700	HMDB00700	C01013	Hydroxypropionic acid	3-HYDROXY-propanoIC ACID; 3-Hydroxypropanoic acid; beta-Hydroxypropionic acid; Hydracrylic acid; 3-Hydroxypropionate; 3-Hydroxypropionic acid; 3-HYDROXY-propanoate; 3-Hydroxypropanoate; b-Hydroxypropionate; b-Hydroxypropionic acid; beta-Hydroxypropionate; Β-hydroxypropionate; Β-hydroxypropionic acid; Hydracrylate; Hydroxypropionate; 2-Deoxyglycerate; 2-Deoxyglyceric acid; b-Lactate; b-Lactic acid; beta-Lactate; beta-Lactic acid; Ethylenelactate; Ethylenelactic acid				Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Organic acids and derivatives	Beta hydroxy acids and derivatives	Hydroxy acids and derivatives	HIBCH	Compass	Blood | Cerebrospinal fluid
HMDB0001644	HMDB01644	C00310	D-Xylulose	b-D-Xylulofuranose; Β-D-xylulofuranose; D-Lyxulose; D-Threo-2-pentulose; D-Threo-pentulose; Xylulose; beta-D-Threo-2-pentulofuranose; beta-D-Threo-pentulofuranose; Β-D-threo-2-pentulofuranose; Β-D-threo-pentulofuranose; D-Xylulose		Cell	Placenta	Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	XYLB	Compass	Blood | Cerebrospinal fluid
HMDB0006229	HMDB06229	C11526	5-Diphosphoinositol pentakisphosphate	(1R,2R,3S,4S,5R,6S)-2,3,4,5,6-Pentakis(phosphonooxy)cyclohexyl trihydrogen diphosphate; 1D-Myo-inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate; 1D-Myo-inositol 5-diphosphate pentakisphosphate; 5-PP-InsP5; (1R,2R,3S,4S,5R,6S)-2,3,4,5,6-Pentakis(phosphonooxy)cyclohexyl trihydrogen diphosphoric acid; 1D-Myo-inositol 5-diphosphoric acid 1,2,3,4,6-pentakisphosphoric acid; 1D-Myo-inositol 5-diphosphoric acid pentakisphosphoric acid; 5-Diphosphoinositol pentakisphosphoric acid; 1,2,3,4,6-Pentakis-O-phosphono-1D-myo-inositol 5-(trihydrogen diphosphate); 5-Diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate; 5-Diphospho-1D-myo-inositol pentakisphosphate; 5beta 5pp-IP5; 5beta-IP7; Diphosphoinositol pentakisphosphate; InsP7; IP7; PP-InsP5; myo-Inositol 1,2,3,4,6-pentakis(dihydrogen phosphate) 5-(trihydrogen diphosphate)					Cytoplasm : Cytoplasma | Nucleus : Cell nucleus - Nucleic	Organic compounds	Organic oxygen compounds	Alcohols and polyols	Organooxygen compounds	NUDT11; NUDT3; NUDT4; PPIP5K1; PPIP5K2	Compass	Other
HMDB0013061	HMDB13061	C11304	S-(PGA1)-glutathione	S-(Prostaglanding a1)-glutathione; 7-[(2R)-3-{[(2R)-2-{[(4S)-4-amino-4-carboxy-1-hydroxybutylidene]amino}-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]sulfanyl}-2-[(1E)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]heptanoate; 7-[(2R)-3-{[(2R)-2-{[(4S)-4-amino-4-carboxy-1-hydroxybutylidene]amino}-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]sulphanyl}-2-[(1E)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]heptanoate; 7-[(2R)-3-{[(2R)-2-{[(4S)-4-amino-4-carboxy-1-hydroxybutylidene]amino}-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]sulphanyl}-2-[(1E)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]heptanoic acid						Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives		Compass	Other
HMDB0001190	HMDB01190	C00637	Indoleacetaldehyde	1H-Indole-3-acetaldehyde; 2-(indol-3-yl)Acetaldehyde; Indole-3-acetaldehyde; 1H-indol-3-Ylacetaldehyde; 2-(3-Indolyl)acetaldehyde; indol-3-Ylacetaldehyde; Tryptaldehyde				Feces : Fecal - Stool - Faecal - Faeces | Saliva	Cytoplasm : Cytoplasma | Mitochondria	Organic compounds	Organoheterocyclic compounds	Indoles	Indoles and derivatives	MAOB; MAOA; ALDH9A1; ALDH7A1; ALDH1A3; ALDH2; ALDH3A2; ALDH1B1; ABP1	Compass	Other
HMDB0001321	HMDB01321	C00279	D-Erythrose 4-phosphate	4-O-Phosphono-D-erythrose; Erythose-4-phosphate; D-Erythrose 4-phosphoric acid; Erythose-4-phosphoric acid; D-Erythrose 4-PO4; D-Erythrose-4-P; D-Erythrose-4-phosphate; Erythrose 4-phosphate; Erythrose 4-PO4; Erythrose-4-P; Erythrose-4-phosphate; Erythrose-4P; Threose 4-phosphate; Erythrose 4-phosphate, (r*,r*)-isomer; Erythrose 4-phosphate, ((r*,r*)-(+-))-isomer; (2R,3R)-2,3-Dihydroxy-4-(phosphonooxy)butanal; D-Erythrose 4-phosphate					Cytoplasm : Cytoplasma	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	TKTL1; TALDO1; TKT; ALDOA; ALDOC; ALDOB; TKTL2	Compass	Other
HMDB0012983	HMDB12983		Kinetensin 1-3	(2S)-2-{[(2S)-2-{[(2S,3S)-2-amino-1-hydroxy-3-methylpentylidene]amino}-1-hydroxypropylidene]amino}-5-carbamimidamidopentanoate; KT(1-3); 1-3-Kinetensin; L-​Isoleucyl-​l-​alanyl-L-​arginine						Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives		Compass	Other
HMDB0000797	HMDB00797	C04823	SAICAR	(2S)-2-[5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinic acid; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; 1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole; 5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; Succino-aicar; Succinyl-5-aminoimidazole-4-carboxamide-1-ribose-5-phosphate; Succinylaminoimidazolecarboxamide ribose-5'-phosphate; (2S)-2-[5-Amino-1-(5-phospho-b-D-ribosyl)imidazole-4-carboxamido]succinate; (2S)-2-[5-Amino-1-(5-phospho-b-D-ribosyl)imidazole-4-carboxamido]succinic acid; (2S)-2-[5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate; (2S)-2-[5-Amino-1-(5-phospho-β-D-ribosyl)imidazole-4-carboxamido]succinate; (2S)-2-[5-Amino-1-(5-phospho-β-D-ribosyl)imidazole-4-carboxamido]succinic acid; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinic acid; Succinyl-5-aminoimidazole-4-carboxamide-1-ribose-5-phosphoric acid; Succinylaminoimidazolecarboxamide ribose-5'-phosphoric acid; (S)-2-(5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate; (S)-2-(5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinic acid; (S)-2-(5-Amino-1-(5-phospho-delta-ribosyl)imidazole-4-carboxamido)succinate; (S)-2-(5-Amino-1-(5-phospho-delta-ribosyl)imidazole-4-carboxamido)succinic acid; (S)-2-[5-Amino-1-(5-phospho-delta-ribosyl)imidazole-4-carboxamido]succinate; 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole' 1-(5'-phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 5'-Phosphoribosyl-4-(N-succinocarbozamide)-5-aminoimidazole; 5-Amino-4-imidazole-N-succinocarboxamide ribonucleotide; L-N-[(5-Amino-1-b-D-ribofuranosylimidazol-4-yl)carbonyl]-5'-(dihydrogen phosphate); L-N-[(5-Amino-1-beta-delta-ribofuranosylimidazol-4-yl)carbonyl]-5'-(dihydrogen phosphate); N-(5-Amino-1-ribofuranosylimidazol-4-ylcarbonyl)aspartic acid 5'-phosphate; N-[5-Amino-1-(5'-phosphoribofuranosyl)-4-imidazolecarbonyl]aspartate; N-[5-Amino-1-(5'-phosphoribofuranosyl)-4-imidazolecarbonyl]aspartic acid; Phosphoribosylaminoimidazolesuccinocarboxamide; N-(5-Amino-1-beta-D-ribofuranosylimidazole-4-carbonyl)-L-aspartic acid 5'-phosphate; 5'-Phosphoribosyl-4-(N-succinylcarboxamide)-5-aminoimidazole; SAICAR, (D)-isomer; SAICAribotide; Succinylaminoimidazole carboxamide ribotide; SAICA ribotide; Succinylaminoimidazolecarboxamide ribose-5’-phosphate	Intestine	Cell		Urine | Cerebrospinal fluid : Csf	Mitochondria | Cytoplasm : Cytoplasma	Organic compounds	Nucleosides, nucleotides, and analogues	1-ribosyl-imidazolecarboxamides	Imidazole ribonucleosides and ribonucleotides	ADSL; PAICS	Compass	Cerebrospinal fluid
HMDB0000899	HMDB00899	C00674	Androstanedione	5alpha-Androstan-3,17-dione; 5a-Androstan-3,17-dione; 5Α-androstan-3,17-dione; (5a)-Androstane-3,17-dione; 5-alpha-Androstane-3,17-dione; 5a-Androsta-3,17-dione; 5a-Androstane-3, 17-dione; 5a-Androstane-3,17-dione; 5a-Androstanedione; 5alpha-Androstane-3,17-dione; Androstane-3,17-dione; Androstane-3,7-dione; Androstane-3,17-dione, (2-3(H)-labeled, (2beta,5beta))-isomer; Androstane-3,17-dione, (4-(3)H-labeled, (4alpha,5beta))-isomer; Androstane-3,17-dione, (2-3(H)-labeled, (2alpha,5beta))-isomer; Androstane-3,17-dione, (4-(3)H-labeled, (4beta,5beta))-isomer; Androstane-3,17-dione, (5beta)-isomer; 3,17-Dioxy-5 alpha-androstane; 5 alpha-Androstanedione; 5 beta-Androstane-3,17-dione; 5 alpha-Androstane-3,17-dione; Androstane-3,17-dione, (5alpha)-isomer	Testicle : Testes - Testis	Extracellular : Extracellular region	Hepatic tissue : Liver tissue	Blood | Urine	Membrane | Endoplasmic reticulum : Er | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Androstane steroids	Steroids and steroid derivatives	AKR1C4; AKR1C1; AKR1C2; AKR1D1; SRD5A2; SRD5A1; SRD5A3	Compass	Extracellular | Blood
HMDB0000896	HMDB00896	C05463	Taurodeoxycholic acid	Taurodeoxycholate; Acid, taurodeoxycholic; Deoxycholate, taurine; Sodium taurodeoxycholate; Taurine deoxycholate; Deoxycholyltaurine; Taurodeoxycholate, sodium; Deoxytaurocholate; Deoxytaurocholic acid; N-(3a,12a-Dihydroxy-5b-cholan-24-oyl)-taurine; Sodium taurodeoxylate; Taurodeoxycholic acid sodium salt; Taurodeoxycholic acid sodium salt hydrate; Taurodesoxycholate; Taurodesoxycholic acid; Tudcabil	Intestine	Extracellular : Extracellular region	Hepatic tissue : Liver tissue	Bile | Feces : Fecal - Stool - Faecal - Faeces | Blood | Urine	Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Bile acids, alcohols and derivatives	Steroids and steroid derivatives		Compass	Extracellular | Blood
HMDB0006465	HMDB06465	C06462	Leukotriene F4	5(S)-Hydroxy-6(R)-S-gamma-glutamylcysteine-7,9-trans-11,14-cis-eicosatetraenoic acid; L-gamma-Glutamyl-S-{(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-L-cysteine; Leukotriene F-4; LTF4; 5(S)-Hydroxy-6(R)-S-g-glutamylcysteine-7,9-trans-11,14-cis-eicosatetraenoate; 5(S)-Hydroxy-6(R)-S-g-glutamylcysteine-7,9-trans-11,14-cis-eicosatetraenoic acid; 5(S)-Hydroxy-6(R)-S-gamma-glutamylcysteine-7,9-trans-11,14-cis-eicosatetraenoate; 5(S)-Hydroxy-6(R)-S-γ-glutamylcysteine-7,9-trans-11,14-cis-eicosatetraenoate; 5(S)-Hydroxy-6(R)-S-γ-glutamylcysteine-7,9-trans-11,14-cis-eicosatetraenoic acid; L-g-Glutamyl-S-{(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-L-cysteine; L-Γ-glutamyl-S-{(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-L-cysteine; 5S-Hydroxy-6R-(S-glutamylcysteinyl)-7E,9E,11Z,14Z-eicosatetraenoate; 5S-Hydroxy-6R-(S-glutamylcysteinyl)-7E,9E,11Z,14Z-eicosatetraenoic acid		Extracellular : Extracellular region		Blood | Urine	Cytoplasm : Cytoplasma | Membrane | Cell membrane : Cellular membrane	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls	GGT1; GGT7; GGT6	Compass	Extracellular | Blood
HMDB0000462	HMDB00462	C01551	Allantoin	(2,5-Dioxo-4-imidazolidinyl)urea; 2,5-Dioxo-4-imidazolidinyl-urea; 4-Ureido-2,5-imidazolidinedione; 5-Ureido-2,4-imidazolidindione; 5-Ureidohydantoin; Glyoxyldiureide; N-(2,5-Dioxo-4-imidazolidinyl)urea; (S)-Allantoin; 5-Ureido-hydantoin; 5-Ureidohydrantoin; Alantan; Allantol; Alloxantin; AVC/Dienestrolcream; Cordianine; D00121; Fancol toin; Glyoxyldiureid; Glyoxylic diureide; Psoralon; Sebical; Septalan; Sween brand OF allantoin; Herpecin-L; HerpecinL; Reed and carnrick brand OF allantoin; Woun'dres; Allantoin sween brand; Campbell brand OF allantoin; Allantoin campbell brand; Herpecin L			Placenta	Saliva | Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Organoheterocyclic compounds	Imidazoles	Azoles	PRHOXNB	Compass	Blood | Cerebrospinal fluid
HMDB0002007	HMDB02007		Tetracosahexaenoic acid	6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoic acid; all-cis-6,9,12,15,18,21-Tetracosahexaenoic acid; all-cis-Tetracosa-6,9,12,15,18,21-hexaenoic acid; C24:6N-3; C24:6Omega-3; Nisinic acid; THA; 6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoate; all-cis-6,9,12,15,18,21-Tetracosahexaenoate; all-cis-Tetracosa-6,9,12,15,18,21-hexaenoate; Nisinate; Tetracosahexaenoate		Extracellular : Extracellular region		Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma | Adiposome : Lipid droplet - Lipid body - Lipid particle	Organic compounds	Lipids and lipid-like molecules	Fatty acids and conjugates	Fatty Acyls		Compass	Extracellular
HMDB0011195	HMDB11195		2-Hydroxy-3-methoxyestrone			Extracellular : Extracellular region	Hepatic tissue : Liver tissue	Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Diradylglycerols	Glycerolipids		Compass	Extracellular
HMDB0001875	HMDB01875	C00132	Methanol	Carbinol; CH3OH; MeOH; Methyl alcohol; Methylalkohol; Spirit OF wood; Wood alcohol; Wood naphtha; Wood spirit; Alcohol, methyl; Alcohol, wood; Methoxide, sodium; Sodium methoxide; Alcool methylique; Alcool metilico; Colonial spirit; Columbian spirit; Columbian spirits; Hydroxymethane; Metanolo; Methanol-water mixture; Methyl hydroxide; Methylol; Metylowy alkohol; Monohydroxymethane; pyro Alcohol; Pyroxylic spirit	Intestine | Testicle : Testes - Testis | Spleen | Brain | Liver | Skin | Prostate : Prostate gland | Kidney : Kidneys | Pancreas | Endocrine gland	Extracellular : Extracellular region | Element | Cell	Hair | Skeletal muscle : Striated muscle | Epidermis	Urine | Saliva | Feces : Fecal - Stool - Faecal - Faeces | Blood | Breast milk | Cerebrospinal fluid : Csf	Lysosome | Endoplasmic reticulum : Er | Myelin sheath : Myelin	Organic compounds	Organic oxygen compounds	Alcohols and polyols	Organooxygen compounds	LPO; PRDX6; MPO; EPX; CAT; PPME1	Compass	Extracellular | Blood | Cerebrospinal fluid
