mouse_gene,human_gene
Degs1,DEGS1
Sap30,SAP30
Sap30l,SAP30L
Mrpl20,MRPL20
Hlx,HLX
Nhp2,NHP2
Slc26a11,SLC26A11
Eif2b5,EIF2B5
Tent5c,TENT5C
Apba2,APBA2
Tmem51,TMEM51
Pgam1,PGAM1
Pgam1,PGAM4
Mynn,MYNN
Stap2,STAP2
Top1,TOP1
St13,ST13
St13,ST13P5
Get4,GET4
Asb8,ASB8
Tmem33,TMEM33
Tspan6,TSPAN6
Usp36,USP36
Zmym6,ZMYM6
Bag4,BAG4
Slc16a3,SLC16A3
Pdia4,PDIA4
Castor2,CASTOR2
Castor2,CASTOR3
Ube2d3,UBE2D3
Klhl11,KLHL11
Eapp,EAPP
Ercc4,ERCC4
Srp72,SRP72
Rbm25,RBM25
Cbx5,CBX5
Mtmr6,MTMR6
Iqsec1,IQSEC1
Cars2,CARS2
Memo1,MEMO1
Rgs10,RGS10
Bin2,BIN2
Kcnd3,KCND3
Slc12a8,SLC12A8
Pfkfb1,PFKFB1
C4b,C4A
C4b,C4B
Mthfd2l,MTHFD2L
Rhoq,RHOQ
Psat1,PSAT1
Eif3a,EIF3A
Gabpb2,GABPB2
Usp42,USP42
Clk4,CLK4
Arl5b,ARL5B
Prpf8,PRPF8
Lpcat4,LPCAT4
Ccnt2,CCNT2
Bnc2,BNC2
Klhl18,KLHL18
Diras1,DIRAS1
Fem1a,FEM1A
Fem1al,FEM1A
Lrrc8a,LRRC8A
Zfp652,ZNF652
Isy1,ISY1
Isy1,ISY1-RAB43
Cux1,CUX1
Osbpl5,OSBPL5
Phf23,PHF23
Gclm,GCLM
Vwa1,VWA1
Adnp2,ADNP2
Trmt5,TRMT5
Akap1,AKAP1
Taf5l,TAF5L
Rnf146,RNF146
Itpkc,ITPKC
Tdo2,TDO2
Cdv3,CDV3
Tmem39b,TMEM39B
Hacd2,HACD2
AW554918,KIAA1328
Nipbl,NIPBL
Tmem9,TMEM9
Ankle2,ANKLE2
Alg1,ALG1
Alg1,ALG1L
Alg1,ALG1L2
Ror1,ROR1
Hgs,HGS
Tmem131l,TMEM131L
Ythdf3,YTHDF3
Aldh7a1,ALDH7A1
Rnf34,RNF34
Fam3c,FAM3C
Ldhd,LDHD
Asb3,ASB3
Asb3,GPR75-ASB3
Tinf2,TINF2
Psmd12,PSMD12
Pls1,PLS1
Arhgef10,ARHGEF10
Mark3,MARK3
Msto1,MSTO1
Zc3h15,ZC3H15
Phrf1,PHRF1
Ibtk,IBTK
Ivns1abp,IVNS1ABP
Ubqln4,UBQLN4
Hira,HIRA
Wrap73,WRAP73
Nfat5,NFAT5
Iars,IARS1
Trp53i11,TP53I11
Brf1,BRF1
Foxk1,FOXK1
Larp6,LARP6
Scamp2,SCAMP2
Yipf3,YIPF3
Csnk1g2,CSNK1G2
Phgdh,PHGDH
Strada,STRADA
Acsl4,ACSL4
St14,ST14
Map4k5,MAP4K5
Grik1,GRIK1
Hjv,HJV
Mrpl39,MRPL39
Gm20498,SYNJ2BP
Synj2bp,SYNJ2BP
Psmc5,PSMC5
Tmem68,TMEM68
Ap2b1,AP2B1
Phb,PHB
Pex26,PEX26
Dnajc8,DNAJC8
Rdh14,RDH14
Ddx6,DDX6
Wdr48,WDR48
Tpp1,TPP1
Sgcb,SGCB
Ndufa10,NDUFA10
Senp3,SENP3
Tnfrsf19,TNFRSF19
Taf6l,TAF6L
Picalm,PICALM
Cnppd1,CNPPD1
Pgam5,PGAM5
Sh3glb1,SH3GLB1
Mdm4,MDM4
Larp7,LARP7
Hnrnpm,HNRNPM
Yif1a,YIF1A
Prmt1,PRMT1
Fam76b,FAM76B
Rapgef2,RAPGEF2
Gpatch8,GPATCH8
Rapgef6,RAPGEF6
Safb2,SAFB2
Safb,SAFB
Ncl,NCL
Ebna1bp2,EBNA1BP2
Dcxr,DCXR
Tpd52l2,TPD52L2
Trpd52l3,TPD52L3
Ppme1,PPME1
Fam83b,FAM83B
Prss27,PRSS27
Was,WAS
Acsbg2,ACSBG2
Vasp,VASP
Srgn,SRGN
Cdk5rap2,CDK5RAP2
Cdk5rap2,YWHAQ
Sfn,SFN
Ywhaq,YWHAQ
Col17a1,COL17A1
Syvn1,SYVN1
Prkab1,PRKAB1
Ndc1,NDC1
Nup188,NUP188
Anp32b,ANP32B
Lmbrd2,LMBRD2
Usp1,USP1
Spata20,SPATA20
Kctd5,KCTD5
Fkbp1a,FKBP1A
Fkbp1a,FKBP1C
Fkbp1b,FKBP1B
Akap9,AKAP9
Mak,MAK
Pcsk7,PCSK7
Syt4,SYT4
Cacng1,CACNG1
Arpc1b,ARPC1B
Tnk1,TNK1
Parp3,PARP3
Rsph6a,RSPH6A
Rsph4a,RSPH4A
Fgfr1op2,FGFR1OP2
G3bp1,G3BP1
Efhd1,EFHD1
Amot,AMOT
Tmc7,TMC7
Tmc4,TMC4
Dsel,DSEL
Bcl6,BCL6
Camk1g,CAMK1G
Ip6k2,IP6K2
Atp5d,ATP5F1D
Cops3,COPS3
Elovl4,ELOVL4
Usp14,USP14
Cox6a1,COX6A1
Cth,CTH
Vps36,VPS36
Chic1,CHIC1
Gas6,GAS6
Pola2,POLA2
Chpf2,CHPF2
Itm2c,ITM2C
Irf2bp2,IRF2BP2
Kdm1a,KDM1A
Htr6,HTR6
Klf15,KLF15
Anp32a,ANP32A
Anp32a,ANP32C
Anp32a,ANP32D
Jun,JUN
Septin5,SEPTIN5
Sptbn2,SPTBN2
Osgep,OSGEP
Cpne2,CPNE2
Rpn2,RPN2
Rcbtb1,RCBTB1
Lrrc4,LRRC4
Atl1,ATL1
Sdhb,SDHB
Dnajc18,DNAJC18
Cul2,CUL2
Bco2,BCO2
Trim9,TRIM9
Tcea1,TCEA1
Madd,MADD
Cd2ap,CD2AP
Tarbp2,TARBP2
Hapln2,HAPLN2
Atrnl1,ATRNL1
Wdr37,WDR37
Calb1,CALB1
Cdr2l,CDR2L
Rbl1,RBL1
Prkce,PRKCE
Gabrb2,GABRB2
Mtrf1l,MTRF1L
Nmnat2,NMNAT2
Vamp2,VAMP2
Slc48a1,SLC48A1
Ak5,AK5
Sin3b,SIN3B
Eef1a1,EEF1A1
Lsm7,LSM7
Gm10146,LSM7
Polr3e,POLR3E
Rbbp7,RBBP7
Blmh,BLMH
Lyg1,LYG1
Tysnd1,TYSND1
Ywhaz,YWHAZ
Atg3,ATG3
Dhx16,DHX16
Rps26,RPS26
Rps14,RPS14
Gmcl1,GMCL1
Gmcl1,GMCL2
Ahnak,AHNAK
Psmc1,PSMC1
Vmp1,VMP1
Ggps1,GGPS1
Rpl23,RPL23
Elf3,ELF3
Vps29,VPS29
Sdf2,SDF2
Med14,MED14
Atp5c1,ATP5F1C
Sema5a,SEMA5A
Acadvl,ACADVL
Fbxl5,FBXL5
Rars,RARS1
Prrx1,PRRX1
B4galnt2,B4GALNT2
Nol7,NOL7
Setd3,SETD3
Emc6,EMC6
Chid1,CHID1
Aldh6a1,ALDH6A1
Snx3,SNX3
Pitpnm3,PITPNM3
Sulf1,SULF1
Npl,NPL
Ajuba,AJUBA
Rrs1,RRS1
Bcat1,BCAT1
Myo9b,MYO9B
Dennd6b,DENND6B
Nup35,NUP35
Nrip2,NRIP2
Pus3,PUS3
Plcd1,PLCD1
Spag1,SPAG1
Mettl3,METTL3
Dcaf7,DCAF7
Lyve1,LYVE1
Nfatc2ip,NFATC2IP
Relb,RELB
Mcm4,MCM4
Lzts2,LZTS2
Camk2b,CAMK2B
Ik,IK
Sgk2,SGK2
Ftcd,FTCD
Aif1l,AIF1L
Tpx2,TPX2
Usp39,USP39
Smarce1,SMARCE1
Snu13,SNU13
Gm5616,SNU13
Mcmbp,MCMBP
Rpl7l1,RPL7L1
Crtac1,CRTAC1
Paics,PAICS
Lrrc17,LRRC17
Col9a2,COL9A2
Abca12,ABCA12
Pigq,PIGQ
Col9a3,COL9A3
Armc1,ARMC1
Abca1,ABCA1
Wdr3,WDR3
Jph2,JPH2
Pprc1,PPRC1
Apeh,APEH
Klhl41,KLHL41
Llgl2,LLGL2
Sem1,SEM1
Ugcg,UGCG
Atpaf1,ATPAF1
Dph2,DPH2
Bop1,BOP1
Srpr,SRPRA
Echdc2,ECHDC2
Creb3l1,CREB3L1
Bbs7,BBS7
Prkaa1,PRKAA1
Prdx2,PRDX2
Snai2,SNAI2
Sephs2,SEPHS2
Ldlrap1,LDLRAP1
Dio1,DIO1
Bcas2,BCAS2
Gpx4,GPX4
Selenom,SELENOM
Selenow,SELENOW
Eppk1,EPPK1
Ranbp6,RANBP6
Ipo5,IPO5
Rybp,RYBP
Kmo,KMO
Adk,ADK
Ppm1g,PPM1G
Zbtb10,ZBTB10
Mad2l1,MAD2L1
Clybl,CLYBL
Tg,TG
Pdia5,PDIA5
Fam110a,FAM110A
Hectd1,HECTD1
Zfp385b,ZNF385B
Sf3a1,SF3A1
Phlda3,PHLDA3
Ap4s1,AP4S1
Skap2,SKAP2
Zfp384,ZNF384
Rassf6,RASSF6
Mcf2,MCF2
Ankar,ANKAR
Thoc2l,THOC2
Thoc2,THOC2
Ebpl,EBPL
Slc35a5,SLC35A5
Calhm4,CALHM4
Calhm2,CALHM2
Acin1,ACIN1
Nedd8,NEDD8
Ppp1r14b,PPP1R14B
Atp6v1c1,ATP6V1C1
Fkbp5,FKBP5
Ube2h,UBE2H
Cds2,CDS2
Arhgef2,ARHGEF2
Arhgef1,ARHGEF1
Pmm2,PMM2
Helb,HELB
Lamp2,LAMP2
Plaa,PLAA
Tpm3,TPM3
Hif1an,HIF1AN
Cetn1,CETN1
Cetn2,CETN2
Cetn4,CETN4P
Gorasp1,GORASP1
Uox,UOX
Ggcx,GGCX
Gys2,GYS2
Mvp,MVP
E2f5,E2F5
Pip4k2c,PIP4K2C
Pck1,PCK1
Csrp1,CSRP1
Mcm6,MCM6
Ica1l,ICA1L
Hsd17b6,HSD17B6
Rpa1,RPA1
Trpv1,TRPV1
Trpv2,TRPV2
Trpv3,TRPV3
Fbxl2,FBXL2
Zswim5,ZSWIM5
Efhc2,EFHC2
Syt9,SYT9
Pfn1,PFN1
Abat,ABAT
Ttc21b,TTC21B
P3h1,P3H1
Ngdn,NGDN
Pik3ip1,PIK3IP1
Eif4a1,EIF4A1
Ddx49,DDX49
Zcchc9,ZCCHC9
Pfkfb4,PFKFB4
Tead3,TEAD3
Apc,APC
Ddx21,DDX21
Ddx50,DDX50
Lrig1,LRIG1
Dnajb11,DNAJB11
Dnaaf1,DNAAF1
Bicra,BICRA
Pknox2,PKNOX2
Stam,STAM
Agps,AGPS
Tubgcp2,TUBGCP2
Hectd3,HECTD3
AI413582,SMIM29
Ntf3,NTF3
Eif4ebp2,EIF4EBP2
Sqle,SQLE
Smox,SMOX
Npdc1,NPDC1
Apof,APOF
Enpp6,ENPP6
Cpvl,CPVL
Fa2h,FA2H
Pdzk1,PDZK1
Pde7a,PDE7A
Vezf1,VEZF1
Pfn2,PFN2
Ahcyl2,AHCYL2
Pgam2,PGAM2
Aldh9a1,ALDH9A1
Sh3gl2,SH3GL2
Sh3yl1,SH3YL1
Gnmt,GNMT
Trim43c,TRIM43
Trim43c,TRIM43B
Trim43c,TRIM48
Trim43c,TRIM49
Trim43c,TRIM49B
Trim43c,TRIM49C
Trim43c,TRIM51
Trim43c,TRIM64
Trim43c,TRIM64B
Trim43c,TRIM64C
Trim43c,TRIM77
Trim43b,TRIM43
Trim43b,TRIM43B
Trim43b,TRIM48
Trim43b,TRIM49
Trim43b,TRIM49B
Trim43b,TRIM49C
Trim43b,TRIM51
Trim43b,TRIM64
Trim43b,TRIM64B
Trim43b,TRIM64C
Trim43b,TRIM77
Rapgef1,RAPGEF1
Sigmar1,SIGMAR1
Idh3a,IDH3A
Qars,QARS1
Slc46a1,SLC46A1
Rnf181,RNF181
Snapc1,SNAPC1
Rpl34,RPL34
Gm4705,RPL34
Psmd6,PSMD6
Eif2b3,EIF2B3
Fbxo32,FBXO32
Nme4,NME4
Vrk2,VRK2
Pwp1,PWP1
Ttc9c,TTC9C
Yipf5,YIPF5
Clstn1,CLSTN1
Mrpl14,MRPL14
Hps4,HPS4
Rpl18a,RPL18A
Usf1,USF1
Pelo,PELO
Mfap1b,MFAP1
Eif3g,EIF3G
Bbs5,BBS5
Piga,PIGA
Asns,ASNS
Ebag9,EBAG9
Tra2b,TRA2B
Maco1,MACO1
Ociad1,OCIAD1
Rps21,RPS21
Srp9,SRP9
Gm13736,SRP9
Strap,STRAP
Snrpe,SNRPE
Pde10a,PDE10A
Ap1s1,AP1S1
Ankrd22,ANKRD22
Nuf2,NUF2
Ndufa6,NDUFA6
Fbxo30,FBXO30
Pik3cd,PIK3CD
Itga9,ITGA9
Chad,CHAD
Phactr4,PHACTR4
Ranbp3l,RANBP3L
Ranbp3,RANBP3
Etnppl,ETNPPL
Traf3ip1,TRAF3IP1
Palm,PALM
Vti1b,VTI1B
Atg13,ATG13
Xpnpep2,XPNPEP2
Asl,ASL
Dnajc24,DNAJC24
Cep63,CEP63
Slc39a10,SLC39A10
Ufl1,UFL1
Zfp800,ZNF800
Mpv17,MPV17
Slc25a1,SLC25A1
Pcolce2,PCOLCE2
Aldh4a1,ALDH4A1
Nup98,NUP98
Srm,SRM
Aqr,AQR
Tbl1xr1,TBL1XR1
Tbc1d5,TBC1D5
Rasl12,RASL12
Xrn1,XRN1
Xpa,XPA
Pygm,PYGM
Cep89,CEP89
Ralgps2,RALGPS2
Ypel5,YPEL5
Hspa2,HSPA2
Ascc2,ASCC2
Eif2d,EIF2D
Arhgap4,ARHGAP4
Sord,SORD
Vps4b,VPS4B
Pdcd2,PDCD2
Slc33a1,SLC33A1
Gys1,GYS1
Rars2,RARS2
Pgm1,PGM1
Lratd1,LRATD1
Zgpat,ZGPAT
Slc25a39,SLC25A39
Calu,CALU
Plekha3,PLEKHA3
Papolg,PAPOLG
Ddx39b,DDX39B
Nt5e,NT5E
Capn11,CAPN11
Capn1,CAPN1
Tbc1d19,TBC1D19
Eif3j1,EIF3J
Eif3j2,EIF3J
Msi2,MSI2
Alg9,ALG9
Hyi,HYI
Foxm1,FOXM1
Med18,MED18
Six6,SIX6
Riox2,RIOX2
Ap4b1,AP4B1
Tspan12,TSPAN12
Bysl,BYSL
Chordc1,CHORDC1
Slc25a27,SLC25A27
Kcnk5,KCNK5
Pias4,PIAS4
Efhc1,EFHC1
Zdhhc16,ZDHHC16
Tmed5,TMED5
Pdcd6,PDCD6
Prkg1,PRKG1
Cdc73,CDC73
Gnai1,GNAI1
Ero1a,ERO1A
Tnfaip8l3,TNFAIP8L3
Rtn4ip1,RTN4IP1
Nudt21,NUDT21
Ucp3,UCP3
Apbb1ip,APBB1IP
Ttll1,TTLL1
Psmc2,PSMC2
Ubl7,UBL7
Eps8l3,EPS8L3
Rassf8,RASSF8
Slc5a12,SLC5A12
Rala,RALA
Sft2d1,SFT2D1
Prkacb,PRKACB
Sri,SRI
Tnfaip8l2,TNFAIP8L2
Fermt3,FERMT3
Clcnkb,CLCNKB
Clcnka,CLCNKA
Cybb,CYBB
Gorab,GORAB
Tmem231,TMEM231
Kdelr3,KDELR3
Ggt1,GGT1
Ggt1,GGT2
Ggt1,GGT3P
Ggt1,GGTLC1
Ggt1,GGTLC2
Ccdc25,CCDC25
Stn1,STN1
Tra2a,TRA2A
Nek4,NEK4
Fam172a,FAM172A
Cpne5,CPNE5
Bag2,BAG2
Wipi1,WIPI1
Slc30a4,SLC30A4
Ilk,ILK
Psmd3,PSMD3
Arpc5l,ARPC5L
Tfap2e,TFAP2E
Shox2,SHOX2
Glipr1l1,GLIPR1L1
Glipr1l2,GLIPR1L2
Pym1,PYM1
Srsf1,SRSF1
Nkain1,NKAIN1
Rasd2,RASD2
Rasd1,RASD1
Gpr143,GPR143
Gm9791,CARHSP1
Rps10,RPS10
Rps10,RPS10P5
Rabgef1,RABGEF1
Trip13,TRIP13
Stx3,STX3
Macrod2,MACROD2
Aprt,APRT
Arhgdig,ARHGDIG
Gadd45a,GADD45A
Gmps,GMPS
Mtap,MTAP
Mff,MFF
Mgat1,MGAT1
Mboat7,MBOAT7
Slc22a4,SLC22A4
Irf7,IRF7
Stc1,STC1
Slc5a1,SLC5A1
Cyba,CYBA
Ammecr1,AMMECR1
Ammecr1l,AMMECR1L
Pdhx,PDHX
Nat10,NAT10
Pex13,PEX13
Tial1,TIAL1
Gmppa,GMPPA
Ndor1,NDOR1
Dnm1l,DNM1L
Prpf31,PRPF31
Cox6b2,COX6B2
Lsm14a,LSM14A
Eftud2,EFTUD2
Htatsf1,HTATSF1
Ctsk,CTSK
Ctss,CTSS
Ccdc43,CCDC43
Pfdn6,PFDN6
Lgals1,LGALS1
Klc1,KLC1
Mlh1,MLH1
Med27,MED27
Tiprl,TIPRL
Ilvbl,ILVBL
Qtrt1,QTRT1
Ndufa11,NDUFA11
Spag7,SPAG7
Mfsd4a,MFSD4A
Lsm4,LSM4
Desi1,DESI1
Calb2,CALB2
Rpl8,RPL8
Slc25a3,SLC25A3
Cdc123,CDC123
Necap1,NECAP1
Cops5,COPS5
Ssu72,SSU72
Ndufb10,NDUFB10
Abi1,ABI1
Skp1,SKP1
Rexo2,REXO2
Edf1,EDF1
Amph,AMPH
Gnb5,GNB5
Rps19-ps6,RPS19
Hsbp1,HSBP1
Slc25a51,SLC25A51
Slc25a51,SLC25A52
Rwdd3,RWDD3
Snrk,SNRK
Eif4e2,EIF4E2
Dnajc19,DNAJC19
Dnajc19-ps,DNAJC19
Ppp1r3c,PPP1R3C
Trappc4,TRAPPC4
Mrpl57,MRPL57
Tfdp1,TFDP1
Tfdp1,TFDP3
Tbc1d7,TBC1D7
Chmp7,CHMP7
Xrcc4,XRCC4
Ssx2ip,SSX2IP
Coq10b,COQ10B
Tmem126a,TMEM126A
Tmem126b,TMEM126B
Rprm,RPRM
Ccdc58,MIX23
Ndufb6,NDUFB6
Dpm3,DPM3
Rps25,RPS25
Arl13a,ARL13A
Txn2,TXN2
Cbr4,CBR4
Pigf,PIGF
Scamp1,SCAMP1
Fam126a,FAM126A
Nhlh2,NHLH2
Nhlh1,NHLH1
Zfp410,ZNF410
Snrpb,SNRPB
Snurf,SNURF
Pdpk1,PDPK1
Pdpk1,PDPK2P
Nptn,NPTN
Atad3a,ATAD3A
Atad3a,ATAD3B
Atad3a,ATAD3C
Hdhd5,HDHD5
Fastkd1,FASTKD1
Tmem62,TMEM62
Slc30a6,SLC30A6
Lhfpl2,LHFPL2
Slc30a1,SLC30A1
Fkbp8,FKBP8
Ctnnbl1,CTNNBL1
Myoz2,MYOZ2
Ppa1,PPA1
Ppa2,PPA2
Ndufb8,NDUFB8
Tcea3,TCEA3
Csrp2,CSRP2
Arl5c,ARL5C
Cd151,CD151
Slc25a20,SLC25A20
Rad1,RAD1
Heatr3,HEATR3
U2af2,U2AF2
Dnase1l1,DNASE1L1
Tmem38a,TMEM38A
Dao,DAO
Naprt,NAPRT
C8g,C8G
Spo11,SPO11
Erp44,ERP44
Tesc,TESC
Tmem45b,TMEM45B
Znrf1,ZNRF1
Ampd1,AMPD1
Tppp3,TPPP3
Cda,CDA
Dnajc2,DNAJC2
E330021D16Rik,UBE2Q2
Ube2q2,UBE2Q2
Ube2q1,UBE2Q1
Pdcd4,PDCD4
Eif3i,EIF3I
Hnrnpk,HNRNPK
Agpat4,AGPAT4
Rsl24d1,RSL24D1
Riok1,RIOK1
Acbd3,ACBD3
Etfb,ETFB
Psma4,PSMA4
Klhl20,KLHL20
Ggct,GGCT
Cluap1,CLUAP1
Cnih1,CNIH1
Acadm,ACADM
Chaf1b,CHAF1B
Slc37a2,SLC37A2
Txndc5,TXNDC5
Ppib,PPIB
Dynll1,DYNLL1
BC048507,DYNLL1
Sucla2,SUCLA2
Psmg2,PSMG2
Grb2,GRB2
Zfand5,ZFAND5
Poc1a,POC1A
Acaa2,ACAA2
Dhps,DHPS
Wdr24,WDR24
Tram2,TRAM2
Med15,MED15
Slc35e1,SLC35E1
Ripk4,RIPK4
Thap12,THAP12
Ntmt1,NTMT1
Hacl1,HACL1
Scin,SCIN
Adhfe1,ADHFE1
Acbd4,ACBD4
Xpnpep3,XPNPEP3
Prpsap2,PRPSAP2
Wdr5,WDR5
Wdr5b,WDR5B
Rngtt,RNGTT
Foxd1,FOXD1
Tead1,TEAD1
Tdrd7,TDRD7
Spink1,SPINK1
Cmpk1,CMPK1
Gmfg,GMFG
Gmfb,GMFB
Galc,GALC
Rabggtb,RABGGTB
Atat1,ATAT1
Kirrel,KIRREL1
Zfp42,ZFP42
Sumo3,SUMO3
Sumo3,SUMO4
Nipa2,NIPA2
Itm2b,ITM2B
Ak3,AK3
Ddost,DDOST
Ndufs8,NDUFS8
Vta1,VTA1
Arih2,ARIH2
Fubp1,FUBP1
Wls,WLS
Acox3,ACOX3
Junb,JUNB
Slc25a33,SLC25A33
Sumo1,SUMO1
Prkag1,PRKAG1
Amfr,AMFR
Ywhah,YWHAH
Psma8,PSMA8
Psma7,PSMA7
Kdm2b,KDM2B
Sqstm1,SQSTM1
Spcs3,SPCS3
Agmo,AGMO
Tmem37,TMEM37
Rcc1,RCC1
Pgm2,PGM2
Eif5a2,EIF5A2
Eif5a,EIF5A
Eif5a,EIF5AL1
Dhdds,DHDDS
Hoga1,HOGA1
Mfap4,MFAP4
Pla2g7,PLA2G7
Pafah2,PAFAH2
Slc22a20,SLC22A20P
Slc22a12,SLC22A12
Slc22a8,SLC22A8
Slc22a6,SLC22A6
Tnfrsf1a,TNFRSF1A
Lgals3bp,LGALS3BP
Orc5,ORC5
Myl9,MYL9
Msrb2,MSRB2
Usp33,USP33
Nupl1,NUP58
Nfe2l3,NFE2L3
Clasp2,CLASP2
Ilf2,ILF2
Zc3h10,ZC3H10
Ucma,UCMA
Aamp,AAMP
Mrpl38,MRPL38
Vdac3,VDAC3
Amy2a5,AMY1B
Amy2a5,AMY2A
Amy2a5,AMY2B
Ttyh2,TTYH2
Slc25a25,SLC25A25
Srsf9,SRSF9
Pabpn1,PABPN1
Nptx1,NPTX1
Helz,HELZ
Prkar2a,PRKAR2A
Abhd14a,ABHD14A
Asb7,ASB7
Hnrnpul1,HNRNPUL1
Mcrs1,MCRS1
Leo1,LEO1
Fbxl15,FBXL15
Cant1,CANT1
Anp32e,ANP32E
Rsrc2,RSRC2
Dpyd,DPYD
Fggy,FGGY
Rbfox2,RBFOX2
Utp4,UTP4
Pccb,PCCB
Stxbp2,STXBP2
Gkap1,GKAP1
Mccc2,MCCC2
Fam53b,FAM53B
Rpf2,RPF2
Ethe1,ETHE1
Tmub1,TMUB1
Ak4,AK4
Otud3,OTUD3
Exoc6,EXOC6
Nhej1,NHEJ1
Plscr3,PLSCR3
Pik3cg,PIK3CG
Nup43,NUP43
Atp5j,ATP5PF
Stk25,STK25
Egln3,EGLN3
Gng12,GNG12
Ppp2r5d,PPP2R5D
Tmed7,TMED7
Tmed7,TMED7-TICAM2
Cacybp,CACYBP
Ehhadh,EHHADH
Irf5,IRF5
Nnt,NNT
Asf1b,ASF1B
Asf1a,ASF1A
Chmp3,CHMP3
Chmp3,RNF103-CHMP3
Ercc1,ERCC1
Pdcd10,PDCD10
Trib3,TRIB3
Ggh,GGH
Crtap,CRTAP
Pbp2,PEBP1
Pebp1,PEBP1
Klhl21,KLHL21
Sgsm3,SGSM3
Cyp20a1,CYP20A1
Sltm,SLTM
Tmem59l,TMEM59L
Ppt1,PPT1
Ddc,DDC
Srp19,SRP19
Nudt9,NUDT9
Smpd4,SMPD4
Gab1,GAB1
Pi4k2a,PI4K2A
Kyat1,KYAT1
Pdcd6ip,PDCD6IP
Brd7,BRD7
Adgrl4,ADGRL4
Emc8,EMC8
Tmem161b,TMEM161B
Actr1b,ACTR1B
Actr1a,ACTR1A
Zfp330,ZNF330
Ppp2r1a,PPP2R1A
Ppp2r1b,PPP2R1B
Rps11,RPS11
Mcoln1,MCOLN1
Srsf2,SRSF2
Vrk1,VRK1
Cdc45,CDC45
Pgk1,PGK1
Pgk2,PGK2
Poll,POLL
Fez1,FEZ1
Pfkfb3,PFKFB3
Vamp1,VAMP1
Stmn4,STMN4
Grtp1,GRTP1
Zranb2,ZRANB2
Smurf1,SMURF1
Golga5,GOLGA5
Rad51b,RAD51B
Exoc7,EXOC7
Nudt1,NUDT1
Map2k1,MAP2K1
Rftn2,RFTN2
Med21,MED21
Agpat3,AGPAT3
Hnrnpr,HNRNPR
Pla2g12b,PLA2G12B
Cmtr2,CMTR2
Sass6,SASS6
Ythdf1,YTHDF1
Maf1,MAF1
Derl1,DERL1
Tmem129,TMEM129
Canx,CANX
Prpf4b,PRPF4B
Eif4a2,EIF4A2
Atp13a1,ATP13A1
Tmem117,TMEM117
Stk38,STK38
Chmp4b,CHMP4B
Syt11,SYT11
Arhgdia,ARHGDIA
Cwc25,CWC25
Ppig,PPIG
Srsf6,SRSF6
Tex10,TEX10
Tax1bp3,TAX1BP3
Hspa4,HSPA4
Stxbp3,STXBP3
Stk24,STK24
Kctd10,KCTD10
Cnot8,CNOT8
Usp25,USP25
Rbm39,RBM39
Mtrex,MTREX
Nvl,NVL
Cand1,CAND1
Prpf38b,PRPF38B
Olfm2,OLFM2
Crip2,CRIP2
Chil5,CHIA
Chil6,CHIA
Chil1,CHI3L1
Chia1,CHIA
Chil4,CHIA
Chil3,CHIA
Chit1,CHIT1
Actr2,ACTR2
Ccni,CCNI
Nedd1,NEDD1
Far1,FAR1
Gyg,GYG1
Arglu1,ARGLU1
Serinc5,SERINC5
Ube2v1,PEDS1-UBE2V1
Ube2v1,UBE2V1
Ube2v2,UBE2V2
Gm6565,UBE2V2
Chmp2a,CHMP2A
Sesn3,SESN3
Ciz1,CIZ1
Mfsd14a,MFSD14A
Trim36,TRIM36
Tmem50a,TMEM50A
Tmem50b,TMEM50B
Ube2g1,UBE2G1
Nup133,NUP133
Crkl,CRKL
Tyms,TYMS
Uso1,USO1
Ncoa4,NCOA4
Emc9,EMC9
Crnkl1,CRNKL1
Tnfaip8,TNFAIP8
Tnfaip8l1,TNFAIP8L1
Cmtr1,CMTR1
Lipg,LIPG
Ankrd10,ANKRD10
Txnl1,TXNL1
Dcaf13,DCAF13
Pdia2,PDIA2
Unk,UNK
Tnpo3,TNPO3
Nup155,NUP155
Cdc34,CDC34
Ppp2r3c,PPP2R3C
Wasl,WASL
Nelfcd,NELFCD
Oxsr1,OXSR1
Zbtb2,ZBTB2
Atp6v1d,ATP6V1D
Reep3,REEP3
Homer3,HOMER3
Rbpms2,RBPMS2
Pitpna,PITPNA
Rad18,RAD18
Dmap1,DMAP1
Creb1,CREB1
Nek2,NEK2
Slc25a32,SLC25A32
Actr10,ACTR10
Prkcsh,PRKCSH
Usp44,USP44
Prc1,PRC1
Chic2,CHIC2
Lsm14b,LSM14B
Mocs3,MOCS3
Washc3,WASHC3
Abhd2,ABHD2
Umps,UMPS
Nudt3,NUDT3
Rasl11b,RASL11B
Ergic3,ERGIC3
Stk38l,STK38L
Vil1,VIL1
Zw10,ZW10
Epc2,EPC2
Vldlr,VLDLR
Samm50,SAMM50
Edem1,EDEM1
Psmd1,PSMD1
Acad11,ACAD11
Cdc14b,CDC14B
Cdc14b,CDC14C
Cdc5l,CDC5L
Phkg2,PHKG2
Rmi1,RMI1
Upp2,UPP2
Apex2,APEX2
Tubg2,TUBG2
Tubg1,TUBG1
Ptdss1,PTDSS1
Ciao1,CIAO1
Yju2,YJU2
Ankrd12,ANKRD12
Serpine2,SERPINE2
Kdsr,KDSR
Wwox,WWOX
Sepsecs,SEPSECS
Kif18a,KIF18A
Kif18b,KIF18B
Wdr45b,WDR45B
Wasf2,WASF2
Cdc23,CDC23
Herpud2,HERPUD2
Ccdc6,CCDC6
